t,3xMe,3xVr,3xMx,3xMi,3xUM,3xLM,3yMe,3yVr,3yMx,3yMn,3yUM,3yLM,3zMe,3zVr,3zMx,3zMi,3zUM,3zLM,3dxMe,3dxVr,3dxMx,3dxMi,3dxUM,3dxLM,3dyMe,3dyVr,3dyMx,3dyMn,3dyUM,3dyLM,3dzMe,3dzVr,3dzMx,3dzMi,3dzUM,3dzLM
1493736012982.0,0.22792999999999997,0.0064802500999999995,0.4324,0.1026,0.13535,0.31356666666666666,0.27345,0.0006122505000000001,0.3114,0.2275,0.24059999999999998,0.3055333333333333,0.2954,0.003479768,0.3983,0.2035,0.21835,0.3738666666666666,-0.05616000000000004,-0.006662744800000002,-0.15890000000000004,-0.0663,-0.03745000000000001,-0.10213333333333335,-0.0011899999999999689,-0.008566415899999999,-0.04930000000000001,0.1438,0.14694999999999997,-0.05070000000000002,0.05968999999999999,-0.0109746829,0.008599999999999997,0.126,0.13319999999999999,0.00013333333333331865
1493736022988.0,0.28996999999999995,0.0031707921,0.3994,0.1888,0.22125,0.35613333333333336,0.37049999999999994,0.013469538,0.6318,0.249,0.2542,0.5299,0.35502,0.05336209960000001,1.0415,0.2191,0.2291,0.5596333333333333,0.062039999999999984,-0.0033094579999999995,-0.03300000000000003,0.0862,0.0859,0.0425666666666667,0.09704999999999991,0.0128572875,0.3204,0.02149999999999999,0.013600000000000001,0.22436666666666671,0.059620000000000006,0.04988233160000001,0.6432000000000001,0.015600000000000003,0.01075000000000001,0.1857666666666667
1493736032993.0,0.33075,0.017994316499999996,0.5675,0.157,0.17404999999999998,0.5120333333333333,0.33711,0.010711678899999999,0.5573,0.205,0.22115,0.4660333333333333,0.33686,0.018112490399999997,0.6738,0.1587,0.1886,0.4929666666666666,0.04078000000000004,0.014823524399999996,0.16810000000000003,-0.031799999999999995,-0.04720000000000002,0.15589999999999998,-0.03338999999999992,-0.002757859100000001,-0.07450000000000001,-0.04400000000000001,-0.03304999999999997,-0.06386666666666674,-0.01816000000000001,-0.03524960920000002,-0.36770000000000014,-0.06039999999999998,-0.04050000000000001,-0.06666666666666671
1493736042998.0,0.5450499999999999,0.0238612545,0.784,0.3346,0.363,0.7408999999999999,0.52117,0.10242363210000001,1.3544,0.2878,0.3066,0.9038666666666666,0.44193,0.017657684100000005,0.6624,0.2683,0.28635,0.6304333333333334,0.21429999999999993,0.0058669380000000056,0.21650000000000003,0.1776,0.18895,0.22886666666666655,0.18406,0.09171195320000002,0.7971,0.08280000000000001,0.08544999999999997,0.4378333333333333,0.10507,-0.00045480629999999217,-0.011399999999999966,0.10959999999999998,0.09775,0.1374666666666668
1493736052979.0,0.55782,0.04770803760000001,1.1769,0.384,0.40825,0.8042000000000001,0.52933,0.0298778041,0.8526,0.3216,0.33035000000000003,0.7525666666666666,0.3336,0.013669515999999998,0.5759,0.1651,0.19140000000000001,0.4774333333333334,0.012770000000000059,0.023846783100000008,0.3929,0.0494,0.04525000000000001,0.06330000000000024,0.008159999999999945,-0.072545828,-0.5018,0.0338,0.02375000000000005,-0.1513,-0.10832999999999998,-0.003988168100000007,-0.08650000000000002,-0.10319999999999999,-0.09494999999999998,-0.15300000000000002
1493736062988.0,0.41357,0.004621268099999999,0.5549,0.3248,0.3406,0.5061333333333333,0.43069999999999997,0.007279284000000001,0.5544,0.3074,0.3244,0.5346666666666666,0.36333,0.019026774099999998,0.5712,0.1687,0.1903,0.5457333333333333,-0.14425,-0.04308676950000001,-0.6220000000000001,-0.05920000000000003,-0.06764999999999999,-0.2980666666666668,-0.09863,-0.0225985201,-0.2982,-0.01419999999999999,-0.005950000000000011,-0.21789999999999998,0.02972999999999998,0.0053572581,-0.0046999999999999265,0.003599999999999992,-0.0011000000000000176,0.06829999999999992
1493736072993.0,0.4668499999999999,0.0035832424999999992,0.5316,0.3646,0.3657,0.5275333333333334,0.4135999999999999,0.007321725999999998,0.5287,0.2053,0.2859,0.4941333333333333,0.5813,0.019584536000000003,0.8334,0.3984,0.43315,0.7595333333333333,0.05327999999999988,-0.0010380256,-0.023299999999999987,0.0398,0.02510000000000001,0.021400000000000086,-0.01710000000000006,4.2441999999996705e-05,-0.025700000000000056,-0.1021,-0.038500000000000034,-0.04053333333333331,0.21797000000000005,0.0005577619000000054,0.2622,0.2297,0.24284999999999998,0.2138
1493736082998.0,0.59587,0.028322928099999995,0.9387,0.4229,0.43965,0.8107666666666665,0.39794,0.037150242400000005,0.8355,0.1041,0.1748,0.6319666666666667,0.58759,0.0240059689,0.8478,0.3875,0.39239999999999997,0.7703333333333333,0.12902000000000013,0.024739685599999995,0.4071,0.05830000000000002,0.07394999999999996,0.2832333333333331,-0.015659999999999896,0.029828516400000008,0.3068000000000001,-0.10120000000000001,-0.11109999999999998,0.13783333333333336,0.006289999999999907,0.004421432899999998,0.014399999999999968,-0.010899999999999965,-0.04075000000000001,0.010800000000000032
1493736092977.0,0.55225,0.009215636499999999,0.7361,0.4203,0.4216,0.6678666666666667,0.41979,0.0080202669,0.5536,0.2809,0.30474999999999997,0.5293,0.7074400000000001,0.04761962440000002,1.2678,0.4723,0.47304999999999997,0.9520333333333334,-0.04361999999999999,-0.019107291599999996,-0.2026,-0.002599999999999991,-0.01805000000000001,-0.1428999999999998,0.02184999999999998,-0.029129975500000006,-0.28190000000000004,0.17679999999999998,0.12994999999999995,-0.10266666666666668,0.11985000000000012,0.023613655500000018,0.42000000000000004,0.08479999999999999,0.08065,0.18170000000000008
1493736102977.0,0.38178,0.058295131599999994,0.992,0.1842,0.1943,0.6898,0.46448999999999996,0.0026696409000000003,0.5501,0.3846,0.395,0.5287000000000001,0.4223,0.04390974399999999,0.9006,0.1365,0.1899,0.6836666666666665,-0.17047,0.049079495099999995,0.2559,-0.2361,-0.22729999999999997,0.02193333333333325,0.04469999999999996,-0.005350625999999999,-0.0034999999999999476,0.10370000000000001,0.09025000000000005,-0.0005999999999999339,-0.28514000000000006,-0.003709880400000032,-0.3672000000000001,-0.3358,-0.28314999999999996,-0.26836666666666686
1493736112984.0,0.5777500000000001,0.05760333449999999,0.9168,0.2426,0.25195,0.8723,0.607,0.035672672,1.0013,0.3698,0.3755,0.8461,0.48342999999999997,0.0258919401,0.8198,0.2813,0.29895,0.7028,0.1959700000000001,-0.0006917971000000023,-0.07520000000000004,0.05840000000000001,0.05765000000000001,0.1825,0.14251000000000003,0.0330030311,0.45120000000000005,-0.01479999999999998,-0.019500000000000017,0.3173999999999999,0.06112999999999996,-0.018017803899999987,-0.08079999999999998,0.14479999999999998,0.10904999999999998,0.019133333333333447
1493736122990.0,0.49879000000000007,0.009341606900000004,0.7033,0.3688,0.37945,0.6116,0.5540999999999999,0.0026757900000000012,0.6189,0.4642,0.4744,0.6118666666666667,0.37357,0.004022104099999999,0.4713,0.2396,0.2757,0.44179999999999997,-0.07896000000000003,-0.048261727599999985,-0.2134999999999999,0.1262,0.1275,-0.26069999999999993,-0.05290000000000006,-0.032996882,-0.3824000000000001,0.09439999999999998,0.09889999999999999,-0.2342333333333333,-0.10985999999999996,-0.021869836,-0.3485,-0.04169999999999999,-0.023249999999999993,-0.261
1493736132993.0,0.25448,0.015320673599999998,0.5877,0.1273,0.15760000000000002,0.39453333333333335,0.28206000000000003,0.0054441024,0.4041,0.1921,0.19829999999999998,0.3648666666666667,0.32348000000000005,0.0028045796,0.4389,0.2665,0.27035,0.38956666666666667,-0.24431000000000008,0.005979066699999994,-0.11560000000000004,-0.24150000000000002,-0.22185,-0.21706666666666669,-0.2720399999999999,0.002768312399999999,-0.2148,-0.2721,-0.2761,-0.247,-0.05008999999999997,-0.001217524499999999,-0.032399999999999984,0.026900000000000007,-0.005350000000000021,-0.0522333333333333
1493736142977.0,0.3009,0.019311434,0.6001,0.1624,0.1765,0.48,0.4314,0.010943528000000001,0.5461,0.2725,0.27255,0.5334333333333333,0.50037,0.039576638100000006,0.8751,0.2832,0.28835,0.7430333333333333,0.04642000000000002,0.003990760400000001,0.012399999999999967,0.03509999999999999,0.018899999999999972,0.08546666666666664,0.14933999999999997,0.005499425600000001,0.14200000000000002,0.08040000000000003,0.07425000000000004,0.16856666666666664,0.17688999999999994,0.0367720585,0.4362,0.016699999999999993,0.018000000000000016,0.35346666666666665
1493736152983.0,0.34970999999999997,0.004744574899999998,0.5165,0.2697,0.28085,0.43579999999999997,0.4912000000000001,0.0010552540000000003,0.5479,0.4272,0.44710000000000005,0.5296000000000001,0.6894600000000001,0.0118742584,0.9597,0.5557,0.56915,0.8075999999999999,0.048809999999999965,-0.014566859100000001,-0.08360000000000001,0.1073,0.10435,-0.04420000000000002,0.059800000000000075,-0.009888274,0.0018000000000000238,0.1547,0.17455000000000004,-0.0038333333333332442,0.1890900000000001,-0.027702379700000005,0.08460000000000001,0.27249999999999996,0.28080000000000005,0.06456666666666655
1493736162988.0,0.4246,0.0072666580000000005,0.547,0.3023,0.31345,0.5279333333333334,0.51855,0.0032754365000000002,0.6431,0.4449,0.45045,0.5888,0.8047000000000001,0.010214968000000001,0.9623,0.6799,0.6880999999999999,0.9394333333333332,0.07489000000000001,0.0025220831000000027,0.030500000000000083,0.03260000000000002,0.03260000000000002,0.0921333333333334,0.027349999999999874,0.0022201825,0.09519999999999995,0.017699999999999994,0.003349999999999964,0.05919999999999992,0.11524000000000001,-0.0016592903999999992,0.0026000000000000467,0.12419999999999998,0.11894999999999989,0.13183333333333336
1493736172993.0,0.32424,0.0022244003999999998,0.3777,0.2322,0.24464999999999998,0.3704,0.46807,0.0016430060999999996,0.5475,0.4253,0.4296,0.5266666666666667,0.68974,0.015911404400000002,0.8408,0.4682,0.4907,0.8235666666666667,-0.10036,-0.005042257600000001,-0.16930000000000006,-0.07010000000000002,-0.06880000000000003,-0.15753333333333336,-0.05047999999999997,-0.0016324304000000006,-0.09560000000000002,-0.019600000000000006,-0.020850000000000035,-0.06213333333333326,-0.11496000000000006,0.005696436400000001,-0.12150000000000005,-0.21169999999999994,-0.1973999999999999,-0.11586666666666656
1493736182998.0,0.22147999999999995,0.0189645416,0.4147,0.0281,0.03755,0.3883666666666667,0.30443000000000003,0.0213318261,0.4634,0.0522,0.0964,0.44470000000000004,0.41681999999999997,0.04864715760000001,0.6469,0.0681,0.12075,0.639,-0.10276000000000002,0.0167401412,0.03700000000000003,-0.2041,-0.20709999999999998,0.017966666666666686,-0.16363999999999995,0.01968882,-0.08410000000000001,-0.3731,-0.3332,-0.08196666666666669,-0.27292000000000005,0.03273575320000001,-0.19389999999999996,-0.4001,-0.36995,-0.18456666666666666
1493736192977.0,0.12895,0.025809872500000004,0.579,0.0189,0.02825,0.30773333333333336,0.18144,0.0436413944,0.6061,0.0272,0.03275,0.49113333333333326,0.22074999999999995,0.08365265849999999,1.0328,0.0377,0.04045,0.5567,-0.09252999999999995,0.006845330900000005,0.16429999999999995,-0.0092,-0.0093,-0.08063333333333333,-0.12299000000000004,0.0223095683,0.1427,-0.025000000000000005,-0.06365,0.046433333333333215,-0.19607000000000002,0.03500550089999998,0.3858999999999999,-0.030399999999999996,-0.0803,-0.08230000000000004
1493736202982.0,0.03448,0.0015728016000000004,0.1155,0.0069,0.00825,0.0845,0.047830000000000004,0.0031082380999999997,0.2038,0.0098,0.010450000000000001,0.11106666666666669,0.07225,0.005789108500000001,0.266,0.0241,0.024300000000000002,0.16753333333333334,-0.09447000000000001,-0.024237070900000005,-0.46349999999999997,-0.012,-0.02,-0.22323333333333334,-0.13360999999999998,-0.0405331563,-0.4023,-0.0174,-0.0223,-0.38006666666666655,-0.14849999999999997,-0.07786354999999999,-0.7667999999999999,-0.013599999999999998,-0.016149999999999998,-0.38916666666666666
1493736262988.0,0.45992,0.0070834516,0.5744,0.3029,0.33635000000000004,0.5566333333333333,0.57223,0.032342868100000005,1.0665,0.4282,0.4355,0.7765666666666666,0.69535,0.05268379249999999,0.9573,0.1487,0.33694999999999997,0.9234333333333332,0.42544,0.00551065,0.45890000000000003,0.296,0.32810000000000006,0.4721333333333333,0.5244,0.029234630000000005,0.8627,0.41840000000000005,0.42505,0.6655,0.6231,0.04689468399999999,0.6913,0.1246,0.31265,0.7558999999999999
1493736272992.0,0.41548999999999997,0.0052466009000000004,0.5694,0.2946,0.31515,0.49589999999999995,0.49566,0.007695760400000003,0.7347,0.3828,0.40745,0.5868666666666668,0.7053799999999999,0.019497477599999997,0.9847,0.4978,0.53435,0.8779333333333333,-0.044430000000000025,-0.0018368507,-0.0050000000000000044,-0.00830000000000003,-0.021200000000000052,-0.06073333333333336,-0.07657000000000003,-0.024647107700000004,-0.3318,-0.04540000000000005,-0.02805000000000002,-0.18969999999999987,0.010029999999999872,-0.0331863149,0.02739999999999998,0.3491,0.19740000000000002,-0.045499999999999874
1493736282996.0,0.44126000000000004,0.005798736399999998,0.5435,0.3256,0.33540000000000003,0.5282,0.49029999999999996,0.0035674279999999997,0.5827,0.3898,0.41035,0.5671333333333334,0.8388,0.014145142,1.0033,0.643,0.66715,0.9711333333333334,0.02577000000000007,0.0005521354999999976,-0.025900000000000034,0.031000000000000028,0.020250000000000046,0.03230000000000005,-0.005360000000000031,-0.004128332400000004,-0.15200000000000002,0.007000000000000006,0.0029000000000000137,-0.01973333333333338,0.1334200000000001,-0.005352335599999997,0.01860000000000006,0.1452,0.13280000000000003,0.09320000000000006
1493736292997.0,0.40542999999999996,0.004909968099999999,0.5223,0.302,0.3186,0.4886333333333333,0.4904,0.0040781659999999985,0.6043,0.4,0.4024,0.5629666666666666,0.6879600000000001,0.015224946400000003,1.0034,0.5503,0.55375,0.8256333333333333,-0.035830000000000084,-0.0008887682999999987,-0.021199999999999997,-0.02360000000000001,-0.016800000000000037,-0.039566666666666694,0.0001000000000000445,0.0005107379999999989,0.021599999999999953,0.010200000000000042,-0.007950000000000013,-0.004166666666666763,-0.15083999999999986,0.0010798044000000038,9.999999999998899e-05,-0.0927,-0.11340000000000006,-0.14550000000000007
1493736302976.0,0.50606,0.024645050400000007,0.8696,0.3114,0.3188,0.6911666666666667,0.59202,0.016054143599999997,0.9205,0.4704,0.4739,0.7486,0.81982,0.025168639600000004,0.99,0.4197,0.5725,0.9643333333333333,0.10063,0.01973508230000001,0.34730000000000005,0.00940000000000002,0.00019999999999997797,0.2025333333333334,0.10161999999999999,0.0119759776,0.31620000000000004,0.07039999999999996,0.07150000000000001,0.18563333333333343,0.13185999999999987,0.009943693200000001,-0.013400000000000079,-0.1306,0.018750000000000044,0.13869999999999993
1493736312981.0,0.44328,0.028702323599999996,0.8475,0.1773,0.24875,0.6369333333333334,0.56376,0.018282252399999997,0.8341,0.3945,0.40285000000000004,0.7181666666666667,0.87949,0.03719836489999999,1.2852,0.5883,0.6272,1.1212333333333333,-0.06277999999999995,0.004057273199999989,-0.02210000000000001,-0.1341,-0.07004999999999997,-0.054233333333333356,-0.028259999999999952,0.0022281087999999998,-0.08640000000000003,-0.07589999999999997,-0.07104999999999995,-0.030433333333333312,0.05967,0.012029725299999985,0.2951999999999999,0.16860000000000003,0.05469999999999997,0.15690000000000004
1493736322985.0,0.38111,0.0039237689,0.505,0.3023,0.31145,0.46176666666666666,0.43312,0.008794079599999999,0.6635,0.2888,0.33005,0.5388666666666667,0.6619700000000001,0.006074452100000001,0.7447,0.4778,0.5366500000000001,0.7314333333333334,-0.06217,-0.024778554699999997,-0.3425,0.125,0.0627,-0.1751666666666667,-0.13064000000000003,-0.009488172799999998,-0.17059999999999997,-0.10570000000000002,-0.07280000000000003,-0.17930000000000001,-0.21751999999999994,-0.031123912799999987,-0.5404999999999999,-0.11050000000000004,-0.09054999999999991,-0.3897999999999999
1493736357999.0,0.50213,0.0183715961,0.7644,0.3084,0.3261,0.6731999999999999,0.49566999999999994,0.006955878100000002,0.6165,0.3538,0.361,0.5942333333333333,0.6213299999999999,0.021598774100000002,0.7951,0.2892,0.37424999999999997,0.7653,0.12101999999999996,0.014447827199999999,0.25939999999999996,0.006099999999999994,0.014649999999999996,0.21143333333333325,0.06254999999999994,-0.0018382014999999974,-0.04699999999999993,0.065,0.030949999999999978,0.055366666666666564,-0.04064000000000012,0.015524322000000002,0.0504,-0.1886,-0.1624000000000001,0.0338666666666666
1493736367977.0,0.34921,0.0022771309000000008,0.4147,0.2833,0.28505,0.4108666666666667,0.5591299999999999,0.005654586100000002,0.7082,0.4357,0.4613,0.6443333333333334,0.39318,0.0062230036,0.4672,0.2335,0.27525,0.46416666666666667,-0.15291999999999994,-0.016094465199999998,-0.34969999999999996,-0.02510000000000001,-0.041049999999999975,-0.2623333333333332,0.06345999999999996,-0.001301292,0.0917,0.08189999999999997,0.1003,0.050100000000000144,-0.22814999999999996,-0.015375770500000004,-0.3279,-0.0557,-0.09899999999999998,-0.3011333333333333
1493736377983.0,0.34685,0.0052248105000000005,0.4731,0.2389,0.2526,0.43850000000000006,0.53304,0.007420048400000002,0.7086,0.4401,0.44184999999999997,0.6301666666666668,0.43155,0.005307128499999999,0.5507,0.2853,0.31689999999999996,0.5107333333333334,-0.0023600000000000287,0.0029476795999999997,0.05840000000000001,-0.044399999999999995,-0.032450000000000034,0.027633333333333343,-0.026089999999999947,0.0017654623000000003,0.00039999999999995595,0.004400000000000015,-0.019450000000000023,-0.01416666666666666,0.038370000000000015,-0.0009158751000000005,0.08349999999999996,0.051799999999999985,0.041649999999999965,0.0465666666666667
1493736387985.0,0.27157,0.0047747080999999995,0.4134,0.1668,0.1711,0.3492333333333333,0.5671999999999999,0.016994264,0.9445,0.4688,0.47719999999999996,0.6980666666666667,0.44611,0.013007228900000004,0.6741,0.2769,0.2889,0.5815666666666667,-0.07528000000000001,-0.00045010240000000097,-0.05970000000000003,-0.0721,-0.08149999999999999,-0.08926666666666677,0.03415999999999997,0.009574215599999996,0.2359,0.028700000000000003,0.03534999999999999,0.06789999999999996,0.014560000000000017,0.007700100400000005,0.12340000000000007,-0.008400000000000019,-0.02799999999999997,0.0708333333333333
1493736397990.0,0.21641,0.0049481989,0.3566,0.1258,0.14229999999999998,0.3045333333333333,0.5171300000000001,0.006158834100000001,0.6632,0.3842,0.40405,0.6043000000000001,0.43845999999999996,0.003606590399999999,0.5406,0.324,0.3599,0.509,-0.05515999999999999,0.00017349080000000038,-0.05680000000000002,-0.04100000000000001,-0.02880000000000002,-0.04469999999999996,-0.05006999999999984,-0.010835429899999999,-0.2813,-0.08460000000000001,-0.07314999999999994,-0.09376666666666666,-0.007650000000000046,-0.009400638500000006,-0.13350000000000006,0.04710000000000003,0.07100000000000001,-0.07256666666666667
1493736407993.0,0.17655,0.006465686500000001,0.3565,0.0616,0.07735,0.2746,0.5238099999999999,0.010987558899999998,0.6507,0.3368,0.35935,0.6309333333333332,0.33490000000000003,0.005953718,0.5018,0.2305,0.2331,0.4221333333333333,-0.03985999999999998,0.0015174876000000007,-9.999999999998899e-05,-0.0642,-0.06494999999999998,-0.029933333333333312,0.006679999999999797,0.004828724799999997,-0.012500000000000067,-0.0474,-0.04470000000000002,0.026633333333333176,-0.10355999999999993,0.002347127600000001,-0.038799999999999946,-0.0935,-0.1268,-0.0868666666666667
1493736417975.0,0.45357000000000003,0.06667868410000001,0.8094,0.1059,0.13665,0.7466,0.8464599999999999,0.30772392439999996,1.5142,0.1639,0.17825,1.4859666666666664,0.328,0.027518182000000002,0.7676,0.1488,0.17154999999999998,0.5146000000000001,0.27702000000000004,0.06021299760000001,0.4529,0.04429999999999999,0.05929999999999999,0.47200000000000003,0.32265,0.2967363655,0.8635,-0.1729,-0.1811,0.8550333333333332,-0.006900000000000017,0.021564464000000002,0.2657999999999999,-0.08170000000000002,-0.06155000000000002,0.09246666666666675
1493736427979.0,0.42835999999999996,0.030893204400000006,0.7485,0.0751,0.1674,0.6112000000000001,0.59361,0.06488974289999999,1.317,0.3643,0.3987,0.8555666666666667,0.47539,0.05833602289999999,0.9651,0.1284,0.2072,0.7933,-0.025210000000000066,-0.035785479700000004,-0.060899999999999954,-0.030799999999999994,0.03075,-0.13539999999999996,-0.2528499999999999,-0.24283418149999997,-0.19720000000000004,0.20040000000000002,0.22045,-0.6303999999999997,0.14738999999999997,0.03081784089999999,0.1975,-0.0204,0.035650000000000015,0.27869999999999995
1493736437983.0,0.10891999999999999,0.0084975336,0.2905,-0.0003,0.01855,0.2353333333333333,0.22738,0.005356455600000001,0.3585,0.1372,0.14145,0.32326666666666665,0.25953000000000004,0.009834440100000001,0.3855,0.092,0.09805,0.3756,-0.31943999999999995,-0.022395670800000007,-0.4580000000000001,-0.0754,-0.14884999999999998,-0.3758666666666668,-0.36622999999999994,-0.05953328729999999,-0.9584999999999999,-0.22710000000000002,-0.25725,-0.5323,-0.21585999999999994,-0.04850158279999999,-0.5795999999999999,-0.03639999999999999,-0.10915,-0.4177
1493736447987.0,0.20859,0.0049297549,0.2986,0.0802,0.10039999999999999,0.29209999999999997,0.24020000000000005,0.0049081360000000004,0.3698,0.1461,0.14855000000000002,0.3263333333333333,0.30079,0.0191713589,0.5967,0.0835,0.1021,0.44156666666666666,0.09967000000000001,-0.0035677786999999996,0.008099999999999996,0.08049999999999999,0.08184999999999999,0.05676666666666666,0.012820000000000054,-0.0004483196000000002,0.011300000000000032,0.008900000000000019,0.007100000000000023,0.003066666666666662,0.04125999999999996,0.0093369188,0.2112,-0.008499999999999994,0.004049999999999998,0.06596666666666667
1493736457991.0,0.27627,0.006215278100000001,0.40700000000000003,0.1778,0.18725000000000003,0.3785333333333334,0.4842099999999999,0.013817692899999998,0.6792,0.2674,0.3126,0.6243333333333333,0.42056999999999994,0.011779576099999998,0.6274,0.2874,0.29055,0.5462666666666667,0.06768000000000002,0.0012855232000000012,0.10840000000000005,0.09760000000000002,0.08685000000000004,0.08643333333333342,0.24400999999999987,0.008909556899999997,0.3094,0.12130000000000002,0.16404999999999997,0.298,0.11977999999999994,-0.007391782800000003,0.03069999999999995,0.20389999999999997,0.18844999999999998,0.10470000000000002
